,u-g,g-r,r-i,i-z,ecc,m4_u,m4_g,m4_r,m4_i,m4_z,petroR50_u,petroR50_r,petroR50_z,petroR90_u,petroR90_r,petroR90_z,class
429,1.69679,0.720209999999998,0.2871500000000004,0.2203400000000002,0.3893272,2.161266,2.289304,2.343835,2.33777,2.342483,3.911711,3.736719,3.222319,13.25889,8.913741,8.047737,merger
430,1.4785400000000024,0.5113099999999982,0.3280600000000007,0.2606999999999999,0.3251639,2.060129,2.307495,2.329227,2.345609,2.364815,5.161983,4.235553,4.078778,12.8363,10.72554,10.88676,merger
431,1.3075900000000011,0.6688599999999987,0.5998000000000019,0.1967299999999987,0.5922905,2.132405,2.228842,2.225295,2.222417,2.213,1.636629,1.567988,1.375754,3.921378,3.903152,3.681152,merger
432,1.5034699999999963,0.7918100000000017,0.3655899999999992,0.3443700000000014,0.3935306,1.849036,2.126662,2.388707,2.642732,2.546462,4.810486,6.627991,5.285717,8.629169,14.29835,12.7013,merger
433,1.3933100000000032,0.7473499999999973,0.4502200000000016,0.2143699999999988,0.4741131,2.209568,2.194353,2.259825,2.258434,2.245474,2.599737,2.468692,2.195024,8.590766,7.709337,6.909,merger
434,1.285070000000001,0.6060999999999996,0.3438300000000005,0.2345199999999998,0.8666906,2.126425,2.202206,2.27777,2.311942,2.378612,5.559885,6.038525,5.627839,10.35718,12.14289,11.32874,spiral
435,2.4833700000000007,0.9383899999999984,0.4985600000000012,0.3696800000000007,0.5184712,0.7102194,2.254834,2.344415,2.375478,2.384748,2.849028,4.582586,4.009693,14.62853,10.77187,9.054656,merger
436,1.82565,0.86754,0.3856000000000001,0.2858099999999997,0.716484,2.352267,2.371943,2.376855,2.383253,2.383216,4.361598,3.350171,3.129242,12.49026,11.07907,10.4482,elliptical
437,2.2433299999999967,1.0216200000000022,0.4624799999999993,0.3647000000000009,0.7833886,2.399659,2.372676,2.392041,2.393689,2.379661,7.254145,3.350381,3.278769,14.41397,11.55114,11.39876,elliptical
438,1.8877200000000016,0.855970000000001,0.4139299999999988,0.3215099999999999,0.7595831,2.337907,2.346255,2.35994,2.361717,2.357031,4.414327,3.173197,3.028017,11.74307,10.94257,10.32809,elliptical
439,1.951229999999999,0.8821100000000008,0.39757,0.3143499999999992,0.6234633,2.327745,2.367171,2.372696,2.392548,2.348031,2.672791,3.562449,3.069802,6.655489,12.16361,10.82655,elliptical
440,1.4062,0.7180999999999997,0.3503199999999999,0.2874599999999994,0.49046,2.076964,2.372052,2.495911,2.513824,2.509804,10.99968,8.891595,8.570743,30.25347,23.45277,27.41889,spiral
441,1.8940499999999985,0.8278300000000005,0.3957499999999996,0.3095300000000005,0.887113,2.386894,2.429739,2.431906,2.449529,2.444288,3.6576,3.114273,3.022854,11.50146,9.889152,9.587909,elliptical
442,1.4745100000000004,0.7703500000000005,0.3756799999999991,0.3232800000000004,0.8195415,1.848197,2.366073,2.622442,2.683778,2.706545,12.65341,9.189851,9.063751,30.29391,19.22167,23.59345,spiral
443,2.043090000000003,0.9774999999999991,0.414769999999999,0.3468400000000002,0.7425545,2.42235,2.350965,2.348286,2.352686,2.360876,3.03246,2.554297,2.433364,9.362441,8.792895,8.542766,elliptical
444,0.9853200000000016,0.4060300000000012,0.5543399999999998,0.0240799999999978,0.4499995,2.086506,2.149593,2.212189,2.180413,2.290715,3.650223,3.663233,3.046499,9.606624,7.921632,6.052333,merger
445,1.2751599999999996,0.7319999999999993,0.4078499999999998,0.2484599999999996,0.5499429,2.039379,2.214491,2.312778,2.322095,2.322839,4.071435,3.937062,3.378142,8.911776,9.31541,7.653123,merger
446,1.8246,0.8045299999999997,0.3881300000000003,0.2940199999999997,0.6812006,2.464242,2.389926,2.365289,2.39488,2.367929,4.928391,3.347428,3.319535,13.14316,11.1575,11.41854,elliptical
447,1.3386600000000008,0.7063600000000001,0.3581499999999984,0.2592200000000009,0.7227699,1.940436,2.220847,2.345437,2.408302,2.40034,3.33749,3.359527,3.109776,5.567275,6.801772,6.511019,spiral
448,1.9076099999999985,0.9243799999999992,0.487720000000003,0.331159999999997,0.7935365,2.116655,2.014326,2.042539,2.08694,2.08299,0.6346044,0.6175352,0.6021359,1.190924,1.193721,1.152726,merger
449,1.2811500000000002,0.5489899999999999,0.3038900000000009,0.2231299999999993,0.7771693,2.179714,2.322494,2.432964,2.475631,2.474716,7.652271,7.316935,6.533223,12.89006,15.13256,14.04846,spiral
450,1.439020000000001,0.6583699999999997,0.3521900000000002,0.2659899999999986,0.706977,2.223077,2.445315,2.560616,2.553036,2.513907,7.590743,7.757045,6.843911,13.30048,17.56944,15.87106,spiral
451,2.0590200000000003,0.94426,0.4787399999999984,0.3112300000000001,0.8717132,2.23375,2.289645,2.256455,2.24594,2.250296,1.568416,1.804324,1.597152,3.658659,5.840677,5.116563,merger
452,2.457720000000002,1.1260100000000008,0.6382799999999982,0.4281100000000002,0.5730677,2.002075,2.177701,2.274293,2.346759,2.371401,0.3430885,6.098925,2.613241,0.4555733,51.35003,5.579117,merger
453,2.00159,0.8958200000000005,0.4733599999999995,0.2593499999999995,0.8537949,2.076495,2.45542,2.430792,2.462987,2.438677,3.971475,3.842477,3.323616,11.30103,9.285395,8.744328,merger
454,0.8042699999999989,-4.708600000000001,0.4304900000000025,4.87933,0.4263786,2.39602,2.309089,-9999.0,-9999.0,2.330249,1.510635,4.249687,1.123104,2.912693,4.891925,2.271926,merger
455,1.8982399999999997,0.8177900000000005,0.4033999999999995,0.3224199999999992,0.6455118,2.350191,2.352591,2.351647,2.362895,2.355751,5.264699,4.668439,4.272126,17.08288,15.95096,15.10629,elliptical
456,1.89639,0.8660399999999999,0.4354899999999997,0.3124900000000004,0.8913741,2.323861,2.340065,2.335806,2.312573,2.329077,3.20755,2.584423,2.535655,9.626412,8.461924,8.229072,elliptical
457,1.670300000000001,0.7354899999999986,0.3106300000000033,0.255989999999997,0.2444136,2.110711,2.20636,2.264486,2.408555,2.394266,4.842409,4.395103,3.345429,9.48567,9.69997,7.150764,merger
458,1.7071499999999986,0.8578700000000001,0.4171899999999997,0.358550000000001,0.7474952,2.362299,2.289818,2.032506,2.182156,2.249287,3.336207,3.689725,3.329766,4.942887,6.70533,6.078964,merger
459,1.0141300000000015,0.300419999999999,0.2494799999999983,0.1088700000000031,0.2999564,2.098106,2.206126,2.299349,2.306646,2.300416,5.831962,4.868125,3.54601,12.8424,11.27043,8.609083,merger
460,1.893620000000002,0.8917399999999986,0.3811599999999995,0.3094099999999997,0.766307,2.234598,2.29612,2.300244,2.311392,2.308284,2.315992,1.976269,1.831993,7.650754,6.479362,6.13621,elliptical
461,1.95584,0.8467500000000001,0.4305299999999992,0.3543300000000009,0.8933201,2.41902,2.4626,2.458133,2.433532,2.436524,4.812139,4.01769,3.664149,12.68628,11.74732,10.59579,elliptical
462,1.7371700000000023,0.7453900000000004,0.4722799999999978,0.2827599999999997,0.5680818,2.270115,2.195774,2.274913,2.285221,2.3516,1.669211,2.280649,1.75707,4.053899,6.808407,5.087097,merger
463,1.8640499999999989,0.8708200000000001,0.3922699999999999,0.3037100000000006,0.8052448,2.314692,2.353482,2.343302,2.366338,2.372423,3.019078,2.815151,2.804272,9.128443,9.184405,9.398284,elliptical
464,1.921810000000001,0.9197400000000008,0.4132099999999994,0.3119999999999994,0.7250559,2.474488,2.440215,2.44294,2.441271,2.445905,4.279113,4.174338,4.066437,12.21055,13.20871,13.3799,elliptical
465,1.2148900000000005,0.5725300000000004,0.3542299999999994,0.2131199999999999,0.7933919,2.264709,2.319192,2.388157,2.392148,2.384103,4.652165,4.031008,3.122812,9.610085,9.280005,6.708179,spiral
466,1.74024,0.7549400000000013,0.349870000000001,0.2679399999999994,0.768481,2.412282,2.444743,2.449767,2.48799,2.43714,4.156584,4.065998,3.931618,10.16738,12.11782,11.44262,elliptical
467,1.971429999999998,0.9082300000000014,0.4337700000000009,0.3194499999999998,0.9203284,2.297996,2.290915,2.303771,2.303662,2.301102,2.25509,1.897599,1.782341,6.783917,6.155898,5.900276,merger
468,0.91376,0.2520399999999974,0.4718300000000006,-0.0393599999999985,0.3713679,2.232699,2.334946,2.354291,2.396728,2.383541,2.467187,2.51531,1.915106,9.516891,7.692704,6.922144,merger
469,1.321950000000001,0.5356099999999984,0.3418700000000019,0.1487899999999999,0.8999631,2.154074,2.271771,2.412829,2.454457,2.60644,4.628067,4.352502,3.614286,8.662696,8.73083,6.893098,spiral
470,2.1511299999999984,1.4633700000000012,0.5188400000000009,0.3743899999999982,0.845759,1.649375,2.425761,2.397991,2.401079,2.368411,4.385277,2.92979,2.481793,10.85329,8.935819,8.100129,elliptical
471,1.83001,0.8476200000000009,0.4275500000000001,0.3110299999999988,0.7413938,2.243121,2.411524,2.634643,2.637715,2.559935,7.07654,5.896708,5.196206,16.59725,13.63049,11.88875,spiral
472,2.06552,1.28378,0.5331399999999995,0.3263700000000007,0.660167,2.404036,2.361831,2.374732,2.396338,2.379125,9.955861,3.46358,2.519027,15.59353,11.45185,7.748384,elliptical
473,1.575960000000002,0.7516199999999991,0.4032800000000005,0.3436800000000009,0.5430793,2.141602,2.463449,2.468527,2.485347,2.454484,5.474915,5.029026,4.550879,13.66363,13.0067,13.06598,merger
474,1.554740000000001,0.7097499999999997,0.3668300000000002,0.3476300000000005,0.7938403,2.226845,2.399659,2.658974,2.635773,2.60734,13.56647,10.52854,10.43683,32.13466,24.28628,26.02664,spiral
475,1.5575900000000011,0.8088800000000003,0.4096700000000002,0.2990199999999987,0.9421583,2.242742,2.409824,2.503422,2.530057,2.475357,4.345451,4.136265,3.977868,13.733,12.65768,12.22692,elliptical
476,1.74259,0.8608499999999992,0.449270000000002,0.2885099999999987,0.7498125,2.031566,2.084156,2.092272,2.124075,2.133154,1.430436,1.422533,1.385727,3.732712,3.416921,3.330347,merger
477,1.4445699999999988,0.7042599999999997,0.3546600000000008,0.266869999999999,0.9464688,2.049547,2.173061,2.283349,2.328598,2.385859,17.25738,15.08764,14.67936,37.61897,29.40298,29.02632,spiral
478,1.80222,0.8573799999999991,0.3960900000000009,0.3325199999999988,0.5924729,2.49905,2.589987,2.538048,2.50355,2.500123,14.16219,10.49419,9.010935,33.42877,27.84372,25.40176,spiral
479,1.5055200000000006,0.7297399999999996,0.4125200000000006,0.2470299999999987,0.5305781,2.104654,2.203304,2.30145,2.346666,2.342676,2.014726,2.208625,1.999547,4.650806,6.023645,5.481021,merger
480,1.0874699999999995,0.6696799999999996,0.5069100000000013,0.1455399999999969,0.5575368,2.150041,2.190691,2.264243,2.238845,2.192927,1.123677,1.343202,1.217774,3.317669,4.160978,3.656498,merger
481,1.663920000000001,0.882080000000002,0.4619,0.3171799999999987,0.9024072,2.383254,2.387277,2.347325,2.342885,2.31105,2.53797,2.249554,1.923997,6.81082,6.389096,5.295961,merger
482,1.7057700000000011,0.7770600000000005,0.37256,0.2734199999999998,0.7444146,2.420181,2.346517,2.337765,2.353414,2.342455,3.751962,3.001827,2.782188,11.07069,10.01519,9.626906,elliptical
483,2.059059999999999,1.0694800000000022,0.4213599999999982,0.3721500000000013,0.727943,2.253239,2.467628,2.460314,2.4731,2.466931,5.420081,3.22085,3.280489,13.77732,10.41023,10.57629,elliptical
484,1.6989600000000014,0.7873099999999997,0.38368,0.2864699999999995,0.6743082,2.422695,2.410354,2.386971,2.40666,2.412096,4.341181,3.481843,3.327851,13.23735,11.44436,11.23867,elliptical
485,1.784959999999998,0.7797999999999998,0.3775300000000001,0.2823200000000003,0.8291664,2.454798,2.416198,2.446515,2.459311,2.436989,4.800092,4.449978,4.545891,16.94761,14.71698,15.21422,elliptical
486,1.939619999999998,1.00882,0.4709600000000016,0.36646,0.3542852,2.064509,2.379746,2.414702,2.413668,2.397371,1.715849,2.758627,2.057057,14.06041,8.427732,6.580284,merger
487,1.999319999999997,0.8663300000000014,0.4156499999999994,0.3106000000000009,0.8121042,2.39676,2.402446,2.386635,2.393298,2.367324,4.234824,3.142914,2.893892,11.55649,10.20097,9.46161,elliptical
488,1.3405799999999992,0.5505700000000004,0.3206699999999998,0.1753400000000002,0.8799775,2.117725,2.168014,2.218224,2.242597,2.213958,5.910011,7.001108,5.16933,9.021956,12.56081,8.077212,spiral
489,7.387130000000001,0.9084599999999998,0.4163200000000007,0.3261199999999995,0.9292755,26.00938,2.402395,2.398835,2.382217,2.405812,20.28786,5.123327,4.819803,24.2816,16.92754,16.86824,elliptical
490,2.2149800000000006,0.8557799999999993,0.5699400000000026,0.3737299999999983,0.5877541,1.877342,2.071908,2.143571,2.196197,2.181542,1.678342,3.186241,2.880944,2.498183,8.606064,7.792129,merger
491,2.11543,1.1149500000000003,0.4587499999999984,0.3720200000000027,0.774757,2.133908,2.303169,2.308,2.313218,2.282661,2.747733,2.518767,1.874026,8.571146,9.745207,7.005058,merger
492,1.638650000000002,1.005189999999999,0.5275099999999995,0.2261400000000009,0.9164166,2.391569,2.330681,2.395249,2.388363,2.330472,3.532859,2.980104,2.846875,12.957,9.494602,8.640429,elliptical
493,0.9955199999999992,0.6007899999999999,0.3569199999999988,0.2469800000000006,0.5796297,2.172542,2.238461,2.367633,2.361228,2.314148,2.546635,2.557276,2.450164,6.648409,5.328327,5.029554,spiral
494,1.9209500000000013,1.1120300000000007,0.4390399999999985,0.4012100000000007,0.7893131,2.350503,2.327055,2.318401,2.32187,2.330734,4.405678,2.741939,2.76727,8.994338,9.028008,9.109687,elliptical
495,2.05588,0.92394,0.4361800000000002,0.2835499999999999,0.7401543,2.426121,2.505973,2.501537,2.496536,2.492205,6.992637,6.961029,5.882832,24.82321,21.10844,17.51884,elliptical
496,1.0842400000000012,0.5586199999999977,0.4253700000000009,0.1971100000000021,0.4103917,1.980685,2.037382,2.102281,2.139429,2.149643,2.785131,2.718468,2.359684,5.834107,6.770075,6.072075,merger
497,1.1903199999999998,0.4618299999999991,0.2827000000000002,0.178980000000001,0.5499746,2.257553,2.272321,2.376743,2.41391,2.419925,5.353786,5.46542,4.628952,9.466578,11.04832,9.488609,spiral
498,1.587959999999999,0.7691400000000002,0.3725699999999996,0.2610900000000011,0.7445307,2.153224,2.290878,2.389714,2.402172,2.415412,8.102747,6.948409,6.713334,14.53672,13.65996,13.6584,spiral
499,1.8324300000000024,0.8432099999999991,0.4083100000000002,0.3249999999999993,0.748357,2.265874,2.31246,2.370642,2.415184,2.407215,2.760698,2.297382,2.176481,7.485567,6.939061,6.804561,elliptical
500,1.3779900000000005,0.6152700000000006,0.344479999999999,0.254150000000001,0.6681093,-9999.0,2.080195,2.182273,2.272978,2.357959,18.52673,15.12224,13.96678,43.77602,32.3116,30.45384,spiral
501,1.9446900000000011,0.8917999999999999,0.4036599999999986,0.2992299999999996,0.7267272,2.437211,2.342525,2.344478,2.358932,2.341758,3.316822,2.462929,2.483011,8.973666,8.224793,7.864267,elliptical
502,0.9330299999999988,0.2765900000000023,0.3332199999999972,-0.0107399999999984,0.5616748,2.322084,2.32914,2.412369,2.399404,2.435217,2.435396,2.469327,2.357792,4.963835,5.571384,5.092155,merger
503,1.542749999999998,0.690290000000001,0.3499400000000001,0.2937599999999989,0.437719,2.185295,2.460455,2.48376,2.496045,2.531991,6.023027,5.120852,4.735525,12.58627,12.96179,12.3428,spiral
504,1.27881,0.5249999999999986,0.3323400000000003,0.1791900000000001,0.6559101,2.159416,2.256483,2.356922,2.407955,2.382201,4.829402,4.324512,3.601582,13.29154,10.27751,8.940351,spiral
505,1.1499800000000011,0.5081600000000002,0.2946099999999987,0.1710000000000011,0.7813912,2.144459,2.146129,2.220437,2.268188,2.27457,8.966628,7.384294,6.847814,19.95391,16.13532,14.54556,spiral
506,1.1991499999999995,0.4864800000000002,0.3633000000000024,0.1596399999999995,0.2602039,2.174046,2.302004,2.321257,2.32564,2.34055,1.522231,1.931512,1.828137,3.564618,4.858935,4.210538,merger
507,1.60844,0.7516400000000001,0.38429,0.2768999999999995,0.88749,2.351232,2.416625,2.493055,2.539997,2.576402,8.299552,9.057893,8.198878,16.86526,19.75621,18.44698,spiral
508,1.8302700000000005,0.8443100000000001,0.39433,0.3087999999999997,0.9647063,2.475909,2.442293,2.442839,2.434965,2.419468,9.043689,5.467977,5.004704,22.52333,17.66514,17.14094,elliptical
509,1.4307099999999997,0.5852700000000013,0.2882299999999986,0.2714400000000001,0.7499461,2.076613,2.191507,2.22976,2.254155,2.256029,4.261486,4.340635,3.865841,8.759839,11.15619,9.702209,spiral
510,1.938039999999997,0.9578000000000008,0.4007900000000006,0.3289200000000001,0.6721888,2.359794,2.418469,2.439512,2.448603,2.438882,4.166645,3.10206,2.753023,10.53878,9.761954,8.838645,elliptical
511,1.80996,1.111349999999998,0.4632700000000014,0.3203999999999993,0.5677805,2.129066,2.302668,2.286922,2.263689,2.264242,4.018362,1.905339,1.53733,6.543653,6.795446,6.566495,merger
512,1.88824,0.9661600000000004,0.4186399999999999,0.32179,0.8963699,2.454737,2.362088,2.361498,2.377655,2.336964,6.785334,3.647417,3.259932,15.20653,12.86161,12.62813,elliptical
513,1.4852200000000018,0.6990999999999996,0.3324099999999994,0.294690000000001,0.8259404,2.465065,2.530238,2.589606,2.618951,2.571775,6.350849,7.701257,6.995354,12.09425,19.59749,18.8558,spiral
514,1.3391400000000004,0.5778800000000004,0.3330600000000014,0.1924499999999991,0.7667236,2.044418,2.215542,2.317466,2.311504,2.325452,5.266587,4.859358,4.289075,8.856161,10.31316,8.7501,spiral
515,1.7856999999999985,0.7276899999999991,0.3093700000000012,0.2334199999999988,0.7830561,2.185371,2.298647,2.268785,2.2804,2.248738,1.843408,2.11149,1.832947,4.561333,6.798197,6.333073,merger
516,2.0405200000000008,0.840250000000001,0.4371799999999997,0.3135300000000001,0.8556074,2.307533,2.312211,2.442366,2.457401,2.417771,3.036843,3.593324,3.302558,6.06695,9.743716,9.140563,merger
517,1.765369999999999,0.7753599999999992,0.3760000000000012,0.2728999999999999,0.7131495,2.37742,2.403463,2.417966,2.423475,2.411161,4.014622,3.535496,3.263968,11.90733,10.29661,9.538424,elliptical
518,1.8942999999999977,0.9742100000000028,0.4129899999999988,0.3461400000000001,0.9276779,2.321435,2.373164,2.391515,2.390972,2.381452,2.466344,2.231339,2.009428,6.280384,7.445816,6.375016,elliptical
519,1.6668999999999985,0.7639400000000016,0.4221000000000003,0.3070699999999977,0.4086453,2.101704,2.138011,2.174842,2.182906,2.204294,2.340428,2.645069,2.496627,7.41748,8.036033,8.58992,merger
520,1.8867900000000013,0.8340099999999993,0.3722100000000008,0.2874400000000001,0.8039134,2.473573,2.43029,2.402705,2.433146,2.408879,6.120085,4.527874,4.070204,18.41376,14.93466,13.89735,elliptical
521,1.276959999999999,0.7885500000000008,0.5163000000000011,0.2998699999999985,0.2999923,2.216066,2.168163,2.252368,2.261225,2.232594,2.173583,1.940719,1.628591,5.9072,4.951893,4.133596,merger
522,1.8356400000000013,0.8000399999999992,0.3718199999999996,0.2927100000000013,0.8047035,2.407402,2.42584,2.415184,2.423705,2.430195,4.34938,4.188884,4.147783,13.50347,13.02213,12.90231,elliptical
523,2.0759799999999977,1.0047500000000014,0.42042,0.32714,0.7889772,2.242968,2.391975,2.417362,2.403479,2.399732,3.519809,4.138355,3.513859,7.995868,13.22321,10.98553,elliptical
524,1.9013399999999976,1.0056000000000012,0.4594100000000001,0.3861799999999995,0.8774665,2.630083,2.43801,2.421621,2.425622,2.396759,3.890213,3.254126,2.748095,12.81753,9.945587,8.934119,elliptical
525,1.9267299999999992,0.9511700000000012,0.4534699999999994,0.313130000000001,0.9951518,2.403485,2.375745,2.373541,2.369557,2.345909,4.381024,3.516427,3.315242,13.36043,11.41021,10.77999,elliptical
526,1.8188700000000004,0.9859700000000018,0.4468499999999977,0.3550700000000013,0.9081543,2.393838,2.327059,2.334588,2.361286,2.343138,2.935128,2.289291,2.164852,7.869857,6.90062,6.903718,elliptical
527,1.147669999999998,0.5677200000000013,0.3371999999999993,0.1531699999999993,0.8527295,2.146245,2.198689,2.337531,2.35475,2.39033,4.346683,4.322386,3.364251,9.232121,8.825583,6.073168,spiral
528,1.6034199999999998,0.5943599999999982,0.4083700000000014,0.2633700000000001,0.6656891,2.136996,2.130661,2.235885,2.264658,2.290417,1.778028,2.892479,2.546764,2.983699,8.92583,8.203669,merger
529,1.3754500000000007,0.5874699999999997,0.3074600000000007,0.1902999999999988,0.7613906,2.575316,2.650661,2.737767,2.679828,2.564791,23.66171,18.42211,16.39608,52.95581,38.48758,38.5929,spiral
530,1.59638,0.8687900000000006,0.4229300000000009,0.3254699999999992,0.7398738,1.900186,2.038965,2.036985,2.063052,2.099098,0.8510016,0.7813398,0.7689603,1.471315,1.488073,1.474795,merger
531,2.002570000000002,0.8535000000000004,0.3671199999999999,0.3387499999999992,0.8422614,2.456274,2.494173,2.514178,2.498299,2.510956,8.770532,7.567461,5.831707,31.23114,24.34124,17.95851,elliptical
532,1.4396200000000017,0.6333599999999997,0.4282500000000002,0.3700600000000005,0.3834612,1.966748,2.057231,2.070545,2.129776,2.174948,7.153943,6.693203,5.461985,12.16884,12.19326,9.817919,merger
533,2.0230999999999995,0.8841199999999994,0.3986200000000011,0.2980599999999995,0.8520811,2.429842,2.436557,2.440396,2.445355,2.439807,3.999429,4.198941,3.909738,12.38027,13.06063,12.5393,elliptical
534,1.7852800000000002,0.94088,0.3769199999999983,0.3658800000000006,0.7949773,2.497067,2.415794,2.43426,2.408702,2.423068,4.796246,3.746124,3.054645,14.26266,11.6431,8.87581,elliptical
535,0.8604200000000013,0.3249999999999993,0.3304200000000001,0.0294600000000002,0.5413434,2.171643,2.28274,2.315075,2.356655,2.309742,1.719333,2.544573,2.095762,5.972683,7.432917,6.135105,merger
536,1.9116600000000008,0.9785000000000004,0.4151499999999988,0.3642099999999999,0.9037367,2.51436,2.430592,2.4069,2.435087,2.419585,4.934324,3.509173,3.309737,13.11616,11.13803,10.82444,elliptical
537,1.417570000000001,0.6052799999999987,0.3784799999999997,0.2397400000000011,0.2696759,2.236671,2.315646,2.334746,2.343094,2.322943,3.890831,3.642642,3.311226,12.25851,10.07036,9.833562,merger
538,1.1110600000000002,0.4968699999999995,0.261280000000001,0.2691099999999995,0.7892233,2.068004,2.139476,2.215594,2.262033,2.301065,5.976692,5.59936,5.386275,13.96301,12.75806,12.50141,spiral
539,1.4995399999999997,0.9064499999999996,0.4992799999999988,0.2814900000000016,0.5225258,2.293606,2.323294,2.427155,2.473767,2.460717,2.73938,2.964351,2.443051,11.85156,7.8421,6.288342,merger
540,0.1197300000000005,0.6448999999999998,0.353810000000001,0.2786799999999996,0.6287296,2.220263,2.415442,2.512281,2.517395,2.527148,5.055793,4.055937,3.770273,9.773111,8.939214,8.70552,spiral
541,1.740079999999999,1.0309100000000022,0.4476899999999979,0.2948700000000013,0.7222947,2.467585,2.354569,2.375811,2.391762,2.37107,4.524202,3.242836,2.468044,13.98466,11.67159,9.855418,merger
542,1.7452600000000018,0.8475499999999982,0.4564800000000009,0.3394499999999993,0.4482751,2.144437,2.325891,2.35919,2.359857,2.425203,5.893588,4.98745,4.776126,14.27474,12.67449,13.71805,merger
543,1.98799,0.9995600000000024,0.4269599999999993,0.3649900000000006,0.8673887,2.380038,2.314563,2.373675,2.359678,2.355044,2.621158,2.525896,2.594247,5.187862,7.827496,7.95936,elliptical
544,1.9331999999999996,0.9082100000000004,0.4094999999999995,0.3065000000000015,0.9669501,2.201478,2.286988,2.314348,2.324615,2.315512,2.066934,1.955862,1.841433,6.857877,6.108925,5.932195,elliptical
545,1.797450000000001,0.9613499999999996,0.4397899999999985,0.314,0.5010844,2.277349,2.420978,2.44445,2.44693,2.427242,4.709179,3.252675,2.300016,12.70166,7.843932,5.79829,merger
