,u-g,g-r,r-i,i-z,ecc,m4_u,m4_g,m4_r,m4_i,m4_z,petroR50_u,petroR50_r,petroR50_z,petroR90_u,petroR90_r,petroR90_z,class
293,1.5724300000000009,0.8616899999999994,0.3853499999999989,0.3395900000000011,0.5500134,2.078264,2.309058,2.482953,2.519997,2.506818,4.495601,4.10545,3.777833,8.533053,8.864435,8.220874,spiral
294,1.4240199999999987,0.6275999999999993,0.4109100000000012,0.2886399999999991,0.2818159,2.187026,2.189979,2.23458,2.282442,2.313371,4.38938,3.55761,2.875473,10.03691,9.400849,8.238087,merger
295,1.2575900000000004,0.4683599999999988,0.2271600000000013,0.1899699999999988,0.7811073,2.221574,2.348552,2.478868,2.532879,2.51803,6.653194,6.63422,5.781239,17.11834,16.72354,15.35999,spiral
296,1.2952399999999995,0.8997400000000013,0.4124400000000001,0.3003599999999995,0.8526401,2.461216,2.505428,2.47035,2.465956,2.483517,4.701224,3.694849,3.427469,9.181815,8.660295,8.971979,spiral
297,1.2267600000000023,0.4097899999999992,0.2211699999999989,0.1513600000000003,0.8773735,2.249408,2.354198,2.450662,2.468321,2.489913,7.041292,7.393488,5.782203,12.43992,15.09909,10.45281,spiral
298,1.0385100000000025,0.3909399999999969,0.249690000000001,0.1048299999999997,0.5673273,2.325342,2.297342,2.341465,2.370282,2.381258,3.72053,3.690592,3.452535,8.114025,8.157072,8.3525,merger
299,1.716139999999999,0.9238099999999996,0.4355499999999992,0.3445300000000006,0.3622358,2.314477,2.189492,2.24239,2.294979,2.279524,3.857627,3.481968,3.359148,9.380518,8.692226,8.760122,merger
300,1.59309,0.767590000000002,0.4233799999999998,0.2776800000000001,0.4734849,2.49857,2.505592,2.453862,2.451188,2.430613,6.046585,4.558475,3.872002,13.43564,11.75251,10.46894,spiral
301,1.8289200000000017,0.7635099999999984,0.4276500000000016,0.3269099999999998,0.7431359,2.161365,2.236626,2.309289,2.344655,2.324003,5.874796,8.248536,7.773286,10.44522,23.68471,24.88686,merger
302,1.993490000000001,0.99301,0.43004,0.3679100000000002,0.8675388,2.497342,2.434403,2.451132,2.450849,2.441117,8.714464,5.367814,4.979252,18.71264,16.26217,16.90158,elliptical
303,1.90579,1.0052900000000005,0.405149999999999,0.3599300000000003,0.7947501,2.242123,2.384531,2.371777,2.354953,2.361872,2.525139,2.491534,2.393175,9.360604,8.243584,7.909134,elliptical
304,1.7627800000000011,0.8090600000000006,0.38842,0.2891300000000001,0.8349674,2.206316,2.69004,2.561448,2.549657,2.513405,5.480795,6.218571,6.07435,9.534946,14.87594,16.56714,merger
305,1.6332099999999985,0.8189700000000002,0.4208600000000011,0.3231899999999985,0.4353404,2.571271,2.62644,2.62377,2.592396,2.589407,17.71189,9.62407,6.085741,36.61196,27.42785,13.70913,merger
306,1.6071899999999992,0.5779800000000002,0.2720199999999995,0.3318100000000008,0.3367068,1.798174,1.970085,2.113936,2.260577,2.329196,11.64976,11.11272,11.29884,19.54246,20.93822,25.35767,merger
307,1.9830799999999995,0.8950099999999992,0.4531600000000004,0.3096099999999993,0.8769775,2.378838,2.393628,2.401251,2.40321,2.413165,5.932622,4.278076,4.118745,16.54469,14.18247,13.86895,elliptical
308,1.595270000000001,0.6987299999999994,0.3661999999999992,0.2478500000000014,0.9500132,2.109789,2.197591,2.331461,2.367823,2.40186,8.907611,7.699429,7.698147,18.81514,15.46591,16.404,spiral
309,1.0767200000000017,0.4016199999999994,0.3161400000000007,0.1421100000000006,0.250009,2.302769,2.217511,2.260609,2.275583,2.301728,4.752891,5.567828,4.769615,9.93325,12.85906,10.41503,merger
310,1.694499999999998,0.725340000000001,0.3906999999999989,0.2498100000000001,0.869171,2.195662,2.40715,2.582757,2.537745,2.546919,6.683692,5.306222,4.995553,15.57859,11.99746,12.96481,spiral
311,1.2503100000000025,0.5810899999999997,0.3062199999999997,0.22926,0.9215653,2.172563,2.242181,2.339823,2.363697,2.480089,3.995692,3.315747,3.116706,9.855577,6.599781,5.899948,spiral
312,1.567209999999999,0.8907699999999998,0.4756900000000001,0.3160000000000007,0.7385322,2.219361,2.351838,2.361428,2.350443,2.346544,6.974425,4.096219,3.078832,25.19294,16.39548,14.5748,merger
313,1.7191600000000005,0.7769899999999996,0.40151,0.3246000000000002,0.6657881,2.205199,2.426851,2.696423,2.636373,2.630523,10.32541,9.091878,8.371155,28.82331,20.7878,20.04045,spiral
314,1.3062600000000018,0.4962400000000002,0.3867699999999985,0.10623,0.7541662,2.141135,2.192715,2.176665,2.149057,2.162309,4.713706,2.475777,1.081138,13.28011,7.260832,2.665823,merger
315,1.8767099999999992,0.8967299999999998,0.3851900000000015,0.3165300000000002,0.6385943,2.416497,2.405169,2.417677,2.415623,2.420278,2.90772,3.323207,2.979024,8.129441,10.74474,9.719277,elliptical
316,1.9628599999999992,0.952300000000001,0.5644099999999987,0.3247900000000001,0.6428529,2.221912,2.401904,2.310895,2.323801,2.295282,5.283449,5.590775,1.993001,18.90971,11.85404,5.268874,merger
317,2.02685,0.91282,0.4114000000000004,0.3441000000000009,0.8018317,2.384134,2.406417,2.427391,2.42802,2.393267,3.906837,4.49415,4.031988,10.78829,14.73495,13.93728,elliptical
318,1.3011599999999994,0.4596699999999991,0.2679700000000018,0.1675900000000005,0.8592352,2.028447,2.135354,2.210531,2.247705,2.311981,5.398289,5.474012,4.207458,8.824495,10.5155,7.177956,spiral
319,1.5205199999999994,0.7354800000000008,0.3751999999999995,0.2892200000000002,0.6280916,2.056406,2.123537,2.259154,2.307439,2.360464,6.497854,6.643816,6.431803,11.34746,12.83492,13.27313,spiral
320,1.1401600000000016,0.934899999999999,-0.0137599999999977,-0.5202200000000019,0.6557796,1.943855,1.874593,1.804966,1.853443,1.754088,0.5490223,0.6344465,0.566146,0.9733355,1.031904,0.9015704,spiral
321,1.984020000000001,0.9302599999999988,0.4527900000000002,0.3043899999999997,0.8608131,2.404461,2.449999,2.444477,2.446325,2.425594,6.158869,5.476078,5.26948,18.79408,18.13418,17.63388,elliptical
322,1.4012899999999997,0.7860399999999981,0.4213700000000013,0.2966099999999994,0.8169268,2.134726,2.280204,2.326601,2.34237,2.344131,2.414648,2.577656,2.47675,6.295191,6.899981,7.171607,elliptical
323,1.9655900000000024,1.0960699999999974,0.4547700000000017,0.3439199999999989,0.8747852,2.476442,2.39826,2.377333,2.389967,2.394537,4.617793,3.195587,2.559122,10.54308,9.997198,8.583948,elliptical
324,1.8425600000000024,0.7986499999999985,0.4942700000000002,0.4130600000000015,0.2797576,1.853579,2.085772,2.165134,2.234761,2.278522,0.3870034,3.102592,2.742251,0.5382019,7.14868,7.128471,merger
325,1.4345600000000012,0.5663699999999992,0.3129000000000008,0.1416900000000005,0.9717607,2.056309,2.139334,2.220505,2.267623,2.321259,7.333714,8.967587,7.154154,11.46177,17.10648,12.6794,spiral
326,1.4300700000000006,0.6130499999999994,0.3391700000000011,0.23564,0.9003555,1.799866,1.964606,2.06102,2.104632,2.154643,5.939744,6.156425,5.647259,9.525945,10.85058,9.415446,spiral
327,1.4729600000000005,0.7828599999999994,0.414670000000001,0.2598699999999976,0.9497749,1.573524,1.952391,2.092845,2.137779,2.216222,4.629304,4.448985,4.086331,7.222968,8.017282,7.681472,spiral
328,1.9285700000000008,0.9242899999999992,0.4296699999999998,0.3271200000000007,0.9452319,2.335247,2.361481,2.375161,2.376395,2.349648,3.313589,2.682015,2.617911,10.06631,8.864008,8.356504,elliptical
329,1.7440399999999985,0.9129499999999986,0.4876500000000021,0.2534700000000001,0.7009733,1.882917,2.264541,2.277372,2.310895,2.186169,4.407687,2.459298,1.69062,10.58,8.470067,7.627992,merger
330,0.998899999999999,0.5407299999999999,0.3462899999999997,0.1026300000000013,0.5692382,2.096123,2.000544,2.055804,2.098539,2.111972,1.622911,1.747462,1.440086,3.178154,3.703348,2.738803,merger
331,0.7929500000000012,-0.0822500000000019,-0.4267699999999976,-6.954270000000001,0.5182573,2.204653,2.108996,2.113216,2.097136,2.245288,11.2759,11.66063,-9999.0,28.89603,24.11064,-9999.0,spiral
332,1.6488199999999988,0.7677900000000015,0.4236799999999991,0.3063699999999993,0.5240567,2.238583,2.376294,2.432066,2.455069,2.456708,7.451455,6.089094,5.965306,15.93859,13.42723,14.44896,spiral
333,1.9628999999999976,0.9208500000000016,0.4192,0.3114999999999988,0.744324,0.6475722,2.494824,2.642474,2.591214,2.524805,4.336878,5.973393,4.527926,7.143555,12.71106,9.592634,spiral
334,2.05799,1.0047299999999986,0.4542199999999994,0.3519199999999998,0.9059991,2.563092,2.470897,2.471864,2.468015,2.443505,4.214675,3.552833,3.514281,10.98419,10.87374,11.50639,elliptical
335,1.8614000000000013,0.9242599999999984,0.4446700000000003,0.3267300000000013,0.7158997,2.537529,2.488539,2.479747,2.501537,2.492492,8.506751,6.384458,6.029195,25.24881,18.89998,17.94309,elliptical
336,1.876540000000002,0.894759999999998,0.3864200000000011,0.3308400000000002,0.9203625,2.312978,2.416221,2.386591,2.395084,2.35264,3.089627,2.878797,2.711522,9.409471,9.014257,8.709478,elliptical
337,1.3980700000000006,0.7412700000000001,0.4530899999999995,0.2756800000000012,0.3499201,2.249136,2.208176,2.102633,2.155424,2.154632,2.582805,2.465777,2.104398,4.906076,6.680827,5.693956,merger
338,2.0717300000000005,0.7989800000000002,0.3513599999999997,0.2966499999999996,0.5283195,2.363449,2.429,2.438833,2.421135,2.402852,2.721544,3.439418,3.242195,7.364594,10.34969,9.722766,merger
339,1.2885300000000015,0.5154999999999994,0.2980300000000007,0.1505099999999988,0.8211107,2.014874,2.147321,2.277159,2.315158,2.367005,5.17276,5.718112,5.183064,8.454756,10.90862,10.07933,spiral
340,1.5919999999999987,0.8107100000000003,0.4178800000000002,0.2957900000000002,0.4110481,1.995636,2.181658,2.312417,2.344284,2.378386,5.068076,3.703104,3.089594,12.90982,8.252379,7.322886,merger
341,1.0696100000000008,0.6392200000000017,0.3521599999999996,0.2316500000000001,0.7884839,2.333965,2.454455,2.524917,2.554699,2.597619,7.001053,6.204481,5.95418,13.85533,13.27508,12.7449,spiral
342,1.5279500000000006,0.6259300000000003,0.3099699999999998,0.1135799999999989,0.8557755,2.194069,2.248618,2.270771,2.269082,2.248294,1.604192,1.555897,1.44109,5.315645,4.977917,4.538744,merger
343,2.1744100000000017,1.135680000000001,0.4917899999999982,0.3633600000000001,0.824696,0.7868327,2.381084,2.402476,2.387196,2.372986,4.401828,2.454687,2.012387,7.659512,7.815753,5.991359,elliptical
344,1.9464599999999983,1.256050000000002,0.4554399999999994,0.3520199999999995,0.6916853,1.80718,2.41073,2.454603,2.456616,2.442478,6.265398,3.750818,3.244607,11.36215,11.19858,10.24066,elliptical
345,2.02957,1.08981,0.4702900000000003,0.3237700000000014,0.7748551,2.390928,2.425563,2.437447,2.434392,2.423038,1.415021,2.899432,2.815489,2.379782,8.754507,8.485831,elliptical
346,1.435690000000001,0.6262199999999982,0.3899500000000007,0.2956400000000005,0.8571261,2.499006,2.465381,2.531414,2.523086,2.523589,2.832238,3.270286,2.830715,8.144472,10.05793,8.730839,merger
347,1.3337300000000027,0.6938899999999979,0.4038000000000004,0.3229299999999995,0.4806822,1.8567,1.979848,2.063454,2.103738,2.155008,3.330467,3.157335,3.051267,8.651975,6.704934,6.818636,merger
348,0.9457100000000018,0.1919599999999981,0.1789100000000019,0.1064399999999992,0.4500069,0.6808439,2.25062,2.219996,2.174635,2.206084,2.521465,2.619469,2.817329,5.387023,6.346401,6.635705,merger
349,2.0104299999999995,0.9782500000000028,0.4354899999999979,0.3855200000000014,0.9416163,2.213709,2.344463,2.357769,2.359192,2.347501,2.282764,3.067041,2.898626,6.853,10.18557,10.34184,elliptical
350,1.3766999999999996,0.5873099999999987,0.3538099999999993,0.2064599999999998,0.4538573,2.332829,2.339927,2.430596,2.432126,2.464108,2.039995,3.018913,2.731671,3.783141,7.484984,6.627818,merger
351,1.92493,0.9863999999999996,0.4189899999999991,0.3194300000000005,0.7788942,2.303315,2.373983,2.379314,2.396,2.388731,5.046247,2.989523,2.694031,12.25295,9.094408,8.739716,elliptical
352,1.2133599999999998,0.5022400000000005,0.2572100000000006,0.1726799999999997,0.9460923,1.951405,2.160169,2.315814,2.358128,2.426106,7.260369,6.949909,5.715676,11.81139,13.44471,10.31708,spiral
353,1.6395400000000002,0.718510000000002,0.4558099999999996,0.256260000000001,0.4301876,1.999368,2.167461,2.207504,2.253428,2.224495,1.757377,1.992776,1.528528,5.404597,5.653526,4.574258,merger
354,2.383230000000001,1.3637599999999992,0.5352999999999994,0.3226300000000002,0.7071917,0.6474817,2.351412,2.396515,2.405641,2.414047,5.363185,2.962882,2.826782,13.43394,9.465414,9.840172,elliptical
355,1.5470400000000009,0.6293100000000003,0.3484999999999996,0.1890699999999991,0.6901935,2.270702,2.329287,2.415518,2.433104,2.44522,15.34161,13.41565,12.40569,36.15997,27.34726,25.75659,spiral
356,1.2953199999999985,0.6071500000000007,0.3453099999999995,0.2357999999999993,0.7933671,2.038728,2.154987,2.281856,2.340557,2.418694,6.942129,5.918982,5.477466,15.62546,12.66558,12.57526,spiral
357,1.193340000000001,0.4664300000000008,0.2533499999999993,0.1714599999999997,0.8080482,2.19282,2.238462,2.350802,2.391613,2.416001,7.990358,7.487426,7.282991,15.13217,16.2204,19.48033,spiral
358,2.0718,0.9238700000000007,0.4518700000000013,0.3286899999999999,0.8844816,2.486444,2.380681,2.360778,2.383538,2.352904,2.191089,3.035104,2.556554,4.834374,9.029173,7.838109,merger
359,1.8687600000000015,0.7847999999999988,0.3921299999999998,0.2960799999999999,0.5970721,2.366681,2.366843,2.372607,2.373047,2.37552,3.558151,3.289371,3.044517,10.84028,10.85454,10.59554,spiral
360,1.2701100000000023,0.6194799999999994,0.3498999999999981,0.2494800000000019,0.842072,2.202119,2.250672,2.443063,2.573731,2.668548,5.090718,4.419121,3.923846,12.53537,9.019501,8.157423,spiral
361,1.2386499999999998,0.5300900000000013,0.3148599999999995,0.217039999999999,0.9223647,2.219449,2.280869,2.397192,2.451252,2.462793,7.824978,6.3859,6.151846,18.44128,12.65623,13.36495,spiral
362,1.3886900000000022,0.6009599999999988,0.3406099999999998,0.1836800000000007,0.9931098,2.285094,2.16201,2.208654,2.237088,2.266658,11.00697,10.08901,9.516395,21.39012,18.48917,16.83778,spiral
363,1.9487400000000008,0.9765199999999988,0.3937600000000003,0.3079999999999998,0.7448528,2.287926,2.404661,2.409631,2.418432,2.431271,4.822333,3.493365,2.448823,13.42202,10.50067,6.706942,elliptical
364,1.3840499999999984,0.6583500000000004,0.3617899999999991,0.2804800000000007,0.8889452,2.310175,2.32135,2.407016,2.441511,2.466476,10.68456,8.153903,8.426897,23.7254,17.59359,21.44513,spiral
365,1.9838899999999988,0.88964,0.4131599999999995,0.30945,0.7250926,2.4938,2.491185,2.503947,2.502437,2.506325,11.17526,7.464811,7.095225,29.75239,23.45977,23.29356,elliptical
366,1.8184000000000005,0.8623999999999974,0.4104600000000005,0.3368099999999998,0.8559797,2.371951,2.362903,2.362245,2.374998,2.373485,4.325008,2.78003,2.718714,11.20313,9.298177,9.196829,elliptical
367,1.1009100000000025,0.3936199999999985,0.1932600000000004,0.1176700000000003,0.4361676,2.50561,2.371232,2.469471,2.501203,2.576937,9.878066,9.069321,7.735808,24.39766,19.2895,14.38425,spiral
368,1.9242600000000003,0.8714199999999988,0.4086400000000001,0.3245400000000007,0.942297,2.427783,2.429892,2.440515,2.453012,2.455443,5.630464,4.644639,4.293863,16.84541,15.03417,14.90833,elliptical
369,1.83836,0.8026300000000006,0.3770799999999994,0.3041999999999998,0.8211977,2.557765,2.510969,2.51762,2.524351,2.525578,10.47599,9.282365,8.057071,34.24488,32.55054,30.13904,elliptical
370,2.034690000000001,0.9414099999999976,0.5124200000000023,0.2712399999999988,0.5066709,2.02591,2.201019,2.190482,2.214041,2.188094,0.9425275,2.528074,1.366507,1.477923,7.094869,4.234282,merger
371,1.201969999999999,0.4898799999999994,0.3524600000000006,0.126260000000002,0.3607565,2.321267,2.421834,2.434978,2.40571,2.407185,2.102571,3.213765,2.727675,6.473996,10.73646,9.113004,merger
372,1.2907199999999983,0.5576600000000003,0.2950799999999987,0.1900200000000005,0.9073078,2.196247,2.380099,2.422223,2.437286,2.46702,6.829216,6.562676,5.608259,16.45519,14.99738,13.23848,spiral
373,1.8773099999999976,0.8326799999999999,0.3986499999999999,0.3114300000000014,0.8870995,2.490101,2.432521,2.432965,2.443909,2.440173,11.96221,8.456481,7.697521,30.87638,27.68117,27.03451,elliptical
374,0.9078499999999998,0.2573800000000013,0.3270799999999987,0.0172600000000002,0.8443961,2.003328,2.082279,2.174278,2.170618,2.304392,2.535233,2.65011,2.451292,4.366125,4.972416,4.497507,merger
375,1.9188600000000005,0.7810199999999998,0.2591799999999988,0.401390000000001,0.5485575,2.129051,2.349339,2.381274,0.8203894,2.382457,7.514255,8.780176,8.266688,14.83995,20.46346,19.59376,spiral
376,1.974540000000001,0.9635200000000008,0.4333600000000004,0.3471499999999992,0.7219607,2.493432,2.467292,2.466297,2.485018,2.455899,6.844398,5.412865,4.760328,22.02359,17.96088,15.71358,elliptical
377,1.975909999999999,1.011190000000001,0.4391800000000003,0.3573599999999999,0.7395518,2.481514,2.369508,2.383318,2.374352,2.377717,3.958524,2.619383,2.527763,10.74371,8.942424,8.905957,elliptical
378,1.623339999999999,0.7835000000000001,0.3984500000000004,0.3124199999999995,0.6556509,2.270924,2.460768,2.403249,2.368181,2.356391,6.402635,4.812828,4.034382,16.29452,13.24791,12.39872,spiral
379,1.858730000000001,0.9079499999999978,0.4166600000000002,0.3247900000000001,0.8357707,2.252961,2.362565,2.392317,2.397393,2.389988,2.667027,2.339477,2.396333,6.97635,7.513739,7.611449,elliptical
380,1.5073499999999989,0.7244099999999989,0.4057700000000004,0.2586000000000013,0.5675617,2.008608,2.165672,2.235144,2.307216,2.269997,1.46725,2.222844,2.171536,3.109248,5.439178,5.5176,merger
381,1.95177,1.0997500000000002,0.4617200000000014,0.3956599999999994,0.9683812,2.497851,2.347199,2.348079,2.349149,2.355352,3.084568,2.466114,2.391714,7.038509,7.95394,7.527271,elliptical
382,1.8836200000000003,0.8662199999999984,0.4076599999999999,0.3023500000000005,0.902583,2.439021,2.393491,2.396447,2.408681,2.384838,4.547526,3.480877,3.108001,13.80828,11.48129,10.67366,elliptical
383,1.9114000000000024,0.7943999999999996,0.3986499999999999,0.3162500000000001,0.7231016,2.340982,2.326611,2.343495,2.355458,2.340089,3.349504,3.056117,2.934954,10.61034,10.06141,9.763385,elliptical
384,1.5586199999999997,0.7636900000000004,0.4141399999999997,0.286999999999999,0.4499772,2.063305,2.231559,2.353254,2.391803,2.432565,5.792665,5.052957,4.614661,13.12185,12.58259,11.14447,merger
385,1.0767300000000013,0.4023499999999984,0.265900000000002,0.1299799999999997,0.4631668,2.387628,2.443267,2.428156,2.448845,2.377995,3.095441,3.326135,3.483312,6.926602,7.393874,8.658003,spiral
386,1.2811000000000003,0.5032699999999988,0.2797,0.1544299999999996,0.7181082,2.100348,2.156663,2.247667,2.310103,2.371385,14.49261,15.21701,14.51574,37.79436,32.6748,31.25553,spiral
387,1.9481300000000008,0.8743499999999997,0.4053400000000007,0.3225300000000004,0.9222769,2.378635,2.443317,2.460447,2.479161,2.469637,3.720926,4.380897,4.252219,9.7629,13.8597,13.67147,elliptical
388,1.8315399999999984,0.7657600000000002,0.3888300000000004,0.2472499999999993,0.9753876,2.5093,2.487496,2.439603,2.447665,2.471112,4.508888,4.561159,4.295644,15.20815,15.42643,14.78036,elliptical
389,2.01277,0.9201200000000008,0.4104200000000002,0.3338599999999996,0.9284973,2.295424,2.414004,2.425075,2.4302,2.448654,1.531844,3.819316,3.446001,2.590861,12.1721,11.10345,elliptical
390,1.7737800000000004,0.7754100000000008,0.3705400000000001,0.3026199999999992,0.6867017,2.306152,2.657278,2.6389,2.576155,2.57488,7.230157,5.83697,5.304014,18.59345,16.09583,15.41112,spiral
391,1.0886099999999992,0.411369999999998,0.2964100000000016,0.1071099999999987,0.6934704,2.150383,2.146653,2.27434,2.311449,2.299979,2.730635,2.539755,2.346833,5.103927,5.361142,4.863031,spiral
392,1.344530000000001,0.7893299999999996,0.3306899999999988,0.2220500000000012,0.736264,2.388397,2.504061,2.545349,2.537011,2.469821,23.88794,17.54037,13.09305,56.15989,42.1538,28.38405,spiral
393,1.1932600000000022,0.4642900000000001,0.2604399999999991,0.1391299999999997,0.5552221,2.183246,2.224686,2.295605,2.31882,2.326118,7.103095,8.659505,5.973508,11.51199,18.27426,10.47738,spiral
394,1.41432,0.6309400000000007,0.3378199999999989,0.2670600000000007,0.8169841,1.812021,2.017299,2.14446,2.206324,2.256363,7.754307,7.590587,7.264143,13.07763,14.29381,14.27913,spiral
395,1.3331300000000006,0.6614199999999997,0.3779000000000003,0.3207699999999995,0.5163998,2.209382,2.247081,2.433564,2.456159,2.470881,4.47089,3.427762,2.774273,9.550016,7.463025,5.896668,spiral
396,1.7788600000000017,1.0513399999999995,0.4377700000000004,0.3683999999999994,0.8792765,1.573107,2.144493,2.553077,2.566702,2.64056,6.008584,5.142627,4.654972,8.221128,9.123891,8.680973,spiral
397,1.2706100000000011,0.5366699999999991,0.306560000000001,0.2222999999999988,0.7677804,2.100226,2.223507,2.356916,2.431232,2.468198,5.504885,5.919003,5.680972,9.339196,11.99415,12.22877,spiral
398,2.0369400000000013,0.964929999999999,0.4199999999999999,0.3268000000000004,0.5937869,2.19721,2.381243,2.372297,2.355532,2.329715,1.071306,5.229129,4.833349,2.28086,15.62481,14.12755,merger
399,1.267030000000002,0.6700899999999983,0.47485,0.2080400000000004,0.8388472,2.296354,2.354792,2.411581,2.380824,2.364523,2.543194,2.42532,2.467227,7.350438,6.432516,6.288685,merger
400,1.3701300000000032,0.3454399999999999,0.2667399999999986,0.0838900000000002,0.5227963,1.884447,2.102263,2.155988,2.175104,2.22662,1.466762,1.791215,1.585075,2.415085,4.230162,3.637848,merger
401,1.5295299999999994,0.7284800000000011,0.3836699999999986,0.2217100000000016,0.785748,2.055382,2.202878,2.369862,2.446679,2.562468,11.75781,10.6842,9.939709,25.71683,20.48201,18.9168,spiral
402,1.9917200000000008,0.9201799999999984,0.4350000000000005,0.3440899999999995,0.7664105,2.23366,2.26975,2.302066,2.343791,2.337911,1.42533,1.558005,1.581214,4.098301,4.711139,4.593029,merger
403,1.2626799999999996,0.57226,0.3533199999999983,0.2294300000000007,0.7463812,2.305719,2.325305,2.346609,2.350585,2.3735,4.896542,4.618351,4.043545,9.777391,10.25192,8.707679,spiral
404,1.344409999999998,0.5343400000000003,0.400310000000001,0.3291899999999987,0.6764777,2.427388,2.53706,2.382254,2.302455,2.24377,6.605379,5.262765,5.238561,14.6409,13.64616,13.98423,merger
405,1.136099999999999,0.3865600000000029,0.2130799999999997,0.2119299999999988,0.700258,2.330554,2.291215,2.352769,2.367876,2.376606,3.772992,3.969891,4.17035,7.630075,8.207405,9.006463,spiral
406,1.464699999999997,0.5644500000000008,0.3270100000000013,0.2177499999999987,0.3848955,2.16726,2.157693,2.208555,2.258576,2.278682,5.594085,4.365149,3.731202,12.02052,8.570474,7.116118,spiral
407,0.998459999999998,0.4475699999999989,0.2438400000000022,0.0803599999999988,0.7858691,2.131882,2.242861,2.322873,2.340804,2.272487,3.114441,3.183042,1.94358,5.388149,7.090378,3.523128,spiral
408,1.938089999999999,0.8432900000000014,0.371599999999999,0.3269500000000001,0.4930519,2.335632,2.340689,2.411614,2.42595,2.406784,2.499622,2.266479,2.134138,6.812368,6.208226,5.801709,merger
409,1.2048500000000004,0.4550300000000007,0.315809999999999,0.1719499999999989,0.6138686,2.350678,2.336337,2.397791,2.429457,2.451553,3.197163,3.014265,2.769616,6.750811,6.461692,6.055292,spiral
410,1.0369600000000003,0.7277399999999972,0.4044500000000006,0.26858,0.5271935,2.384168,2.330174,2.130746,2.139839,2.192779,2.10542,2.443015,2.336625,4.070354,5.639294,5.233499,merger
411,1.3305900000000008,0.5807000000000002,0.3312500000000007,0.2306599999999985,0.8471062,2.032337,2.191837,2.34634,2.40248,2.405631,3.939593,4.121912,4.066295,6.319566,7.968526,8.110434,spiral
412,1.8924400000000008,0.8476800000000004,0.3895999999999997,0.2799499999999995,0.7190149,2.464573,2.464387,2.452444,2.467358,2.465176,5.103227,5.28106,5.016952,19.71953,17.54819,17.26907,elliptical
413,1.5710800000000005,0.6881700000000013,0.3209799999999987,0.2405699999999999,0.8004903,2.434327,2.666455,2.71982,2.708399,2.670229,7.755419,7.94154,7.377832,14.10782,16.92048,15.71479,spiral
414,1.2423400000000022,0.6006599999999978,0.3547600000000024,0.1906199999999991,0.4915952,2.015329,2.126889,2.20281,2.20661,2.224839,2.872363,2.695507,2.370831,5.877938,6.107678,5.211036,spiral
415,1.3000000000000007,0.448520000000002,0.22832,0.1460799999999977,0.8084054,2.381397,2.44515,2.431276,2.40975,2.393062,-9999.0,4.609941,2.10093,-9999.0,12.29417,4.369753,merger
416,1.915140000000001,0.8160999999999987,0.4011000000000013,0.286719999999999,0.7592813,2.466294,2.423318,2.480099,2.438544,2.477468,4.482953,4.1724,4.043687,14.92722,14.04457,13.74069,elliptical
417,1.9090800000000008,0.90677,0.4222400000000004,0.3162900000000004,0.7959296,2.482965,2.473739,2.476336,2.467302,2.458058,9.768088,9.214815,8.021943,28.39005,28.00346,23.67598,elliptical
418,1.4783299999999997,0.8035999999999994,0.3500399999999999,0.2514900000000004,0.7073256,2.136435,2.246658,2.299922,2.385791,2.358449,30.99597,36.3762,24.30763,50.58714,72.13592,51.30109,spiral
419,2.1606000000000023,0.9613599999999992,0.4694199999999995,0.313740000000001,0.6531728,2.136827,2.262308,2.298723,2.303945,2.273295,1.643378,1.621273,1.460625,3.36337,4.426235,4.372274,merger
420,1.8079199999999995,0.7812400000000004,0.4552800000000019,0.3506699999999991,0.5001697,2.259167,2.194723,2.264567,2.334713,2.352568,3.256751,3.153533,2.254511,9.206746,9.790146,6.636931,merger
421,1.363979999999998,0.6726700000000001,0.3650500000000001,0.26689,0.718531,1.936565,2.109054,2.295376,2.36766,2.384192,4.060593,3.882735,3.590498,8.393577,7.714103,7.018147,spiral
422,1.2805600000000013,0.6966499999999982,0.3931599999999999,0.2546200000000009,0.7351537,2.183607,2.194619,2.265172,2.27982,2.257312,3.371882,3.495777,3.330525,10.94652,7.991757,7.868042,spiral
423,1.582419999999999,0.7884000000000011,0.3633599999999983,0.3349100000000007,0.5775474,2.493581,2.514222,2.493973,2.454253,2.421902,11.0002,9.136835,8.526767,23.90965,21.48256,21.30188,spiral
424,1.3858200000000007,0.6532099999999996,0.3786100000000001,0.2226500000000015,0.8652709,2.237254,2.396963,2.567129,2.617893,2.643561,9.682741,7.920902,7.195252,18.23204,16.35243,15.42086,spiral
425,1.33915,0.6384100000000004,0.3011800000000004,0.2892200000000002,0.454282,2.191977,2.21339,2.373287,2.141721,2.183746,3.946372,3.995564,3.416467,12.45951,13.4803,11.73135,merger
426,1.5239899999999975,0.6238900000000012,0.3529900000000001,0.1738099999999995,0.8050846,2.034166,2.119575,2.227876,2.262229,2.303107,3.687088,4.703609,4.262475,5.991224,9.292767,8.818591,spiral
427,1.8273399999999995,0.7066099999999995,0.3562400000000014,0.27393,0.9578865,2.481798,2.423286,2.403345,2.40105,2.385347,5.477378,3.998667,3.800172,14.76651,12.06581,11.69479,elliptical
428,1.9179799999999985,0.8375900000000005,0.3838500000000007,0.3079699999999992,0.6656903,2.491572,2.487071,2.503765,2.51001,2.494052,6.261691,5.245412,4.509698,19.36664,16.71391,14.19464,elliptical
